user,text,created_at_datetime,link,comments,retweets,quotes,likes,alignment
@XRUK_Actions,"""As the climate breaks down, the seasons fracture. Natural cycles dependent on day length or temperature are no longer in sync as Nature’s heartbeat falters. \n\nA trend towards earlier springs has caused problems because…""",2024-05-17T13:50:00Z,/XRUK_Actions/status/1791466235248464374#m,4,11,1,23,1
@CornwallSteward,"""Gov. Shapiro, PA is thriving! Contrary to popular belief, modest warming isn't caused by CO2, but by natural cycles. NOAA data shows PA's climate has become more benign since 1895, with no change in avg. max. temp. and fewer 100° days. #Pennsylvania.\n\nbuff.ly/3yi15wP""",2024-05-07T14:27:00Z,/CornwallSteward/status/1787851631561679168#m,0,0,0,1,1
@esgprouk,"""FACT: Climate change is caused by human activity\nNatural changes in the sun’s activity or large volcanic eruptions have caused ancient shifts in the Earth’s temperatures and weather patterns, but over the last 200 years, these natural causes have not significantly affected gl ...""",2024-04-29T10:00:00Z,/esgprouk/status/1784885377842508153#m,0,0,0,0,2
@BlindFaithBook,"""How well do you think any of these people understand climate science?\n\nCan ONE tell us what percentage of any warming figure they want to give, is caused by humans, & what percentage is caused by natural cycles?""",2024-04-21T17:05:00Z,/BlindFaithBook/status/1782093225307836916#m,0,0,0,0,1
@MissKingsCastle,"""Whether climate change is caused by Earth Natural Cycles or caused by human impact its still changing. \n\nWe still need to look after our Planet and stop depleating its resources so vastly for all future life on Earth after us.\n\nI really don't understand not wanting to do that""",2024-04-19T09:40:00Z,/MissKingsCastle/status/1781256483704840482#m,1,0,0,0,1
@patPreacher81,"""NOW HERE IS THIS AND GET IT STRAIGHT THERE IS NO SUCH THING AS HUMAN CAUSED CLIMATE CHANGE WE DIDN'T CAUSE IT WE CAN'T STOP IT IT'S CAUSED BY THE SUN AND IT CYCLES \n\nSO HELP THE FARMERS STOP TRYING TO LEGISLATE ALL OF US AND TAX FOLKS TO  DEATH""",2024-04-16T10:11:00Z,/patPreacher81/status/1780177285133562037#m,0,0,0,0,0
@ColinRe12295952,"""Weather cycles warming and cooling are a natural CYCLE !!!!  STOP CLIMATE LIES NOW !  STOP CHEMTRAIL SUN BLOCKING IMMEDIATELY a few corrupt scientists paid by the people lying is NOT real science ! It’s a crime""",2024-04-14T06:03:00Z,/ColinRe12295952/status/1779390028168212530#m,0,0,0,0,1
@overthis_yngris,"""Weather anomalies are abnormal weather events that deviate from the usual patterns, such as extreme temperatures, storms, or droughts. They can be caused by various factors like climate change or natural cycles. #WeatherAnomalies""",2024-04-13T18:24:00Z,/overthis_yngris/status/1779214092319752534#m,0,0,0,0,1
@toffis,"""Unscientific b/s pushed by globalists desperate to link climate & biology, 2 disciplines used as instruments of control. #Climate change is a natural function of the earth & driven by sun cycles & the axis & orbit of the planet not CO2 levels which are currently historically low""",2024-04-12T10:31:00Z,/toffis/status/1778732793117172208#m,0,0,0,0,1
@Tony76513217,"""Today I learned from the best and brightest #Democrats have to offer that\n1. #earthquakes  are caused by climate change\n2. #SolarEclipse2024 are caused by Earths #climatechange\n3. That #cicadas natural cycles and behavior is caused by climate change.\nmediaite.com/media/sunny-hos…""",2024-04-09T06:46:00Z,/Tony76513217/status/1777588834378653719#m,0,0,0,0,1
@ChasingWConnor,"""I am by no means denying climate change, but can we like maybe not artificially change the entire worlds climate and its natural cycles. Also, the sun and the solar radiation it produces  is sorta kinda essential for all life so personally I would rather not have anyone messing with that…""",2024-04-05T23:02:00Z,/ChasingWConnor/status/1776384874259124720#m,9,3,0,59,1
@CanadianPolling,"""Agreement with - ""Climate change is a fact and is mostly caused by natural changes and cycles""\n\nAll Canadians: 27%\n\nPPC/Others: 51%\nCPC: 49%\nBQ: 21%\nGPC: 18%\nLPC: 9%\nNDP: 8%\n\nAngus Reid / March 24, 2024 / n=1602 / Online \n\n338canada.ca/p/why-try-to-re…""",2024-04-03T03:51:00Z,/CanadianPolling/status/1775370500375503154#m,29,14,9,116,1
@maegan_laporte,"""Yes climate changes are real but are caused by the sun ocean cycles etc not driving vehicles and human co2 is minimal compared to nature and fyi co2 is our friend and helps plants grow its it not pollution there in lies the scam""",2024-04-01T20:07:00Z,/maegan_laporte/status/1774891256147026412#m,0,0,0,0,0
@wamcgill,"""It is clear that climate is always changing since the earth's origin. And these changes, are very well recognized in cycles caused by the Sun, Clouds, Stars and Oceans. The question is whether the human activities are significant enough to make a difference.""",2024-03-31T15:51:00Z,/wamcgill/status/1774464446435377542#m,0,0,0,0,1
@esgprouk,"""FACT: Climate change is caused by human activity\nNatural changes in the sun’s activity or large volcanic eruptions have caused ancient shifts in the Earth’s temperatures and weather patterns, but over the last 200 years, these natural causes have not significantly affected gl ...""",2024-03-29T11:00:00Z,/esgprouk/status/1773666576270516523#m,0,0,0,0,2
@ddx232,"""So let me get this right, according to the current day experts, heart disease is caused by:\n- eating whole, natural, ancestral foods\n- getting some sun\n- not eating continuously while awake\n- climate change""",2024-03-28T15:03:00Z,/ddx232/status/1773365269777224038#m,1,0,1,2,1
,,,,0,0,0,0,1
@madz210209,"""""Sunspots: Windows into Solar Activity""\nSunspots are temporary dark patches on the Sun's surface caused by intense magnetic activity. This article examines the formation and characteristics of sunspots, their role in solar cycles, and their impact on Earth's climate and technology.""",2024-03-27T06:15:00Z,/madz210209/status/1772870003043565986#m,16,0,0,0,2
@baustinjr,"""Climate alarmist will not talk about history.They just want you to believe what they say and hope don't look into it.Chris does a great Job identifying truth and real data,history can't be denied! Patterns repeat and the atmosphere goes through natural cycles!The sun controls us!""",2024-03-27T01:59:00Z,/baustinjr/status/1772805656355201046#m,0,0,0,1,1
@SYekalis,"""Climate the Movie 🎥\n(The natural changes in our sun's own cycles still provide the significant changes in our weather & climate)<^>\ninvidious.tiekoetter.com/p4vSMj4R5Rg?si=iItM…""",2024-03-24T09:31:00Z,/SYekalis/status/1771832186821357792#m,0,0,0,0,1
@jedishaman,"""The CO2 climate change deception is increasingly being challenged by independent scientists. Climate change is driven by the Sun & natural cycles, & limiting CO2 emissions won't change what the Sun & Earth are doing or remove the necessity of adaptation.  vimeo.com/924719370""",2024-03-23T12:51:00Z,/jedishaman/status/1771520091676381640#m,0,0,0,0,0
@samfrob5,"""Absolutely. Climate change is natural and caused mainly by slight variations in the orbit of the earth around the sun. 🇬🇧🇬🇧🇬🇧🇬🇧""",2024-03-19T17:51:00Z,/samfrob5/status/1770146025879003173#m,0,1,0,1,0
@fox28columbus,"""If it's true that Mars has an impact on our oceans, then it could help scientists better understand the natural climate cycles that our planet goes through.\nbit.ly/3TPPJJ7""",2024-03-18T18:30:00Z,/fox28columbus/status/1769793416454427086#m,0,0,0,0,2
@wsyx6,"""If it's true that Mars has an impact on our oceans, then it could help scientists better understand the natural climate cycles that our planet goes through.\nbit.ly/3TPPJJ7""",2024-03-18T18:00:00Z,/wsyx6/status/1769785909354930577#m,0,0,0,0,2
@DrMarkDHamilton,"""PLEASE for the love of HUMANITY share this w your brainwashed kids\n#ClimateScam \nCO2 is CAUSED by 🌎NATURAL CLIMATE CHANGE\nIt is not caused by MAN/OIL/CAPITALISM-\nit was USSR disinfo 1956\nCHANGE is caused mostly by🌞CYCLES\nthen by 🌊OCEAN CURRENTS\nthen by 🌋Land & Sea activity""",2024-03-18T17:29:00Z,/DrMarkDHamilton/status/1769778091692294529#m,0,0,0,0,1
@samfrob5,"""Simply madness. Climate change is natural caused by natural changes in the orbit of the earth around the sun.""",2024-03-16T21:51:00Z,/samfrob5/status/1769119424798134673#m,0,0,0,1,0
@quark4511,"""We have been saying it all along:  Climate Alarmism is the biggest hoax ever perpetrated on humankind.  Climate change has occurred for more than 500 million years, long before humans were driving Suburbans.  It is caused by Milankovitch Cycles and the Sun's output.  ALL their CO2 crap is bullshit to tax you and control you.\n\ncanadafreepress.com/article/…""",2024-02-23T16:35:00Z,/quark4511/status/1761067309014335875#m,0,0,0,0,1
@AerosolizeX,"""And we're honestly lead to believe that the world is getting hotter and hotter.\n\nAbsolute clowns. All signs are pointing to a colder future this Century onwards due to natural variability climate cycles caused by many factors, such as the the Earth's geomagnetic shift of its Poles, the Moon and Sun and the gas giants of our Solar System.\n\nAll these people can blame is CO2 increase causing linear greenhouse gas warming of the Earth.\n\nWe need CO2 for sustainable biodiversity.""",2024-02-20T23:38:00Z,/AerosolizeX/status/1760086666432106691#m,0,0,0,0,1
@PrivateerX,"""This entire narrative is based on the heliocentric climate change caused by the sun. \n\nWe are already seeing evidence of the poles shifting and accelerating as well as increases in volcanic activity. \n\nSun spot cycles directly correlate with the rise and fall of empires.""",2024-02-20T20:32:00Z,/PrivateerX/status/1760039789821124959#m,0,0,0,0,1
@GuruPundit,"""What causes natural cycles of climate change? The sun? The ocean? Your commute to work? If it weren’t for climate change, we’d still be living in an ice age…""",2024-02-18T12:03:00Z,/GuruPundit/status/1759186976291385555#m,0,0,1,2,1
@BkennedyBarbara,"""⬇️⬇️ poor canoe boy denies the truth.  CO2 and carbon tax do not control climate-tho looks like they make for profitable liberal grifting-; sun, natural cycles and random events do.  No researcher has ever proven the hypothesis that atmospheric CO2 impacts climate.""",2024-02-15T14:41:00Z,/BkennedyBarbara/status/1758139418446336498#m,0,0,0,0,1
@ECOWARRIORSS,"""A little light reading for sensitive deniers  Why current climate change is not natural but man made \nIts not the Sun \nIts not Volcanoes  \nIts not El Nino  \nIts not orbital cycles \nIts not cosmic rays? \nIts man made from burning of fossil fuels to mass deforestation""",2024-02-07T02:16:00Z,/ECOWARRIORSS/status/1755052820431003709#m,0,7,0,10,2
@Barkum68,"""Co2 is a good gas. It is food for trees, shrubs and plants. CO2 reduction is murder of nature. Only 3 to 5% of climate change is caused by humans, the rest is caused by the sun, cosmic rays and the earth itself. It is a natural process we just need to adjust.""",2024-02-04T21:55:00Z,/Barkum68/status/1754262423790391524#m,0,0,1,0,1
@SScriver3,"""No ""druds "" or anything, all natural climate cycles; long and short; CYCLES; some  hot some  cold. Pier reviewed science data has been around many decades before  you were ever born! The Sun is the prime driver. You are not. Scientists but you are a politicized globalist puppet!""",2024-02-04T21:42:00Z,/SScriver3/status/1754259273670889777#m,0,0,0,1,0
@PhlabaLaban,"""The ICE AGE is moving back from the poles and it's not global warming and it's a natural cycle of the earth caused by the earth TILTING on its AXIS PULLING on the SUN'S gravitational field really HARD causing the SUN to OVERHEAT, and overheating earth \n\neuronews.com/next/2024/01/29…""",2024-01-30T13:25:00Z,/PhlabaLaban/status/1752322115510907207#m,0,0,0,0,0
@Clarsonimus,"""#ClimateCrisis Fun Facts: The Svensmark Mechanism (see cosmoclimatology) is a natural #climate fluctuation mechanism. It is caused by cosmic rays associated with fluctuations in the sun's electromagnetic field that have an influence on cloud cover. \n#CO2 #Fear #Business""",2024-01-29T15:32:00Z,/Clarsonimus/status/1751991593156972584#m,0,1,0,6,1
@WoltzHowell,"""For those who were not alive in the 1970s, we were taught that we would be living in igloos and an ice age by the year 2000.\n\nThey knowingly lied then, as they are now.  Climate cycles are caused by the sun, not man, and CO2 has absolutely nothing to do with it.""",2024-01-16T10:14:00Z,/WoltzHowell/status/1747200533054599586#m,0,0,0,0,0
,,,,0,0,0,0,1
@sixthtimelucky6,"""This is what happens with “Man Made Climate Change” when you cloud seed to produce rain and spray chemicals in the sky to block the Sun of course it’s going to affect natural weather cycles!!!""",2024-01-05T12:55:00Z,/sixthtimelucky6/status/1743254790363115715#m,1,0,0,1,2
@BrettHardwood,"""Wake up Canadians. @JustinTrudeau has done this to you over natural climate cycles not caused by humans""",2023-12-30T21:50:00Z,/BrettHardwood/status/1741215114114830545#m,0,0,0,0,1
@GrahamLKeegan,"""The climate changes. \n\nWhen it comes down to the basics, a changing climate can be caused by either:\n\n1. A trace gas, CO2 - the gas of life, 96% is natural; or,\n2. Our Sun that is 330,000 times the mass of the Earth, a ball of hot plasma with energy from nuclear fusion.\n\nLet me have a think about this.""",2023-12-26T10:42:00Z,/GrahamLKeegan/status/1739597601819738167#m,4,7,0,35,2
@LeftistBasher,"""You see how stupid this climate shit is? \nThe past ice melt was caused by “Natural cycles”. \nApparently, those cycles stopped and now everything is man made. 🤯\n😂😂😂😂""",2023-12-22T18:44:00Z,/LeftistBasher/status/1738269179155726758#m,1,0,0,1,2
@Inversionism,"""Yet another coronal mass ejection in conjunction with the eruption of volcanoes and earthquakes. \n\nThis simply demonstrates why all the human caused climate change narratives are complete and total nonsense, showing how much of an impact the sun has on the earth, natural disasters, and our general climate and environment.""",2023-12-19T03:06:00Z,/Inversionism/status/1736946071178223866#m,13,62,3,284,2
@Lone_Candle,"""""in 2023, there were several natural forces converging on top of human-caused warming pushing up temperatures around the world...temperature cycles in the Atlantic Ocean and the El Niño pattern in the Pacific Ocean converged in their hot phases this year""\n\nvox.com/23969523/climate-cha…""",2023-12-10T15:14:00Z,/Lone_Candle/status/1733867748462068195#m,0,0,0,0,2
@Nevrdemagain,"""Just like the Climate related mental health crisis. I love how they never include natural processes that are contributing to the changing climate. Volcanism and Sun cycles are never mentioned. Then they say it hasn't ever been this hot in 150 years like that's how old the earth is. Its such a scam.""",2023-12-04T18:37:00Z,/Nevrdemagain/status/1731744437427183959#m,0,0,0,1,2
@opinion_potato,"""Is climate change primarily caused by human activities or natural cycles?\n\nopinionpotato.com/poll/67348…\n#ClimateChange""",2023-12-04T18:02:00Z,/opinion_potato/status/1731735661743378588#m,0,0,0,0,1
@daveycrocket21,"""The climate changes every day. So yes climate change and changing from warm to cold climate crisis, global warming is natural caused by the sun's changes. The notion of climate crisis is a scam in my view taken from overwhelming scientific evidence""",2023-12-02T23:44:00Z,/daveycrocket21/status/1731096956288516370#m,0,0,0,0,0
@Longboarder_uk,"""Climate change is real, as it has been for millennia, it’s not caused by humans, but the sun and it’s cycles, the cycles of the galactic current sheet . There is no stopping what is coming, like what has happened in the past, regardless of what the #parasiteclass tells you.""",2023-11-26T10:28:00Z,/Longboarder_uk/status/1728722442636406833#m,0,1,0,1,0
@ErikMagnethi,"""The Sun's cycles created climate variations way before industrialisation, just like the warming period we are in now, fully natural, and there is nothing you can do or should do about it - just enjoy😎""",2023-11-17T15:10:00Z,/ErikMagnethi/status/1725531889023262949#m,3,1,0,2,0
@T_Rose_Freedom,"""🌹Kerry CANNOT be trusted over boat stories & just got new scam to push\n\nTRUE SCIENTISTS ON Global Climate PANEL\n🔥🔥🔥REFUTE🔥🔥🔥\nThey Said POLITICIANS\nran away with DATA\nCherry🍒picked some\nTo create GLOBAL SCAM\n\nSun Star has natural cycles & instrument past data is a guess🤡""",2023-11-13T18:38:00Z,/T_Rose_Freedom/status/1724134616422903955#m,0,2,0,0,1
@JunkScience,"""El Niño and other natural factors are responsible for the unusual weather in 2023 but WaPo @matthewcappucci can't give up the emissions-driven climate hoax:\n\n""Rising ocean temperatures because of human-caused climate change.""\n\nOceans are essentially entirely warmed by the Sun and geothermal heating -- not the atmosphere, which only warms the top millimeter or two.\n\nwashingtonpost.com/weather/2…""",2023-11-12T15:41:00Z,/JunkScience/status/1723727765185159579#m,15,42,0,124,2
@CatVanBeest,"""No \n@JustinTrudeau\n we’re not afraid of climate change, it happens every day! It’s always changing!\n\nBetween the Sun and it’s solar maximum, the earth and its natural environmental cycles, and the axis of the earth which is wobbling more now than we realized, Canada is indeed becoming warmer. We can not alter these things, they happen whether we’re here or not and no amount of taxes or reduction in fossil fuels is going to change that. \n\nSo stop with your nonsense rhetoric, stop putting Canadians in debt because you think it’s best. It’s not, you’re just making it easier for China to take over.\n#cdnpoli #TrudeauMustGo\nnitter.tiekoetter.com/disclosetv/statu…""",2023-11-08T22:19:00Z,/CatVanBeest/status/1722378236506587381#m,1,1,0,6,1
@peter_beardshaw,"""Climate this, climate that.\nThe sun has it's own natural cycle\nThe earth has it's own natural cycle\nImagine thinking that anything we do can change\neither of those cycles.\nNet Zero BS.\nWait till peeps see what's coming for\nAbsolute Zero\nI'll keep posting it for all to see.😇🤔""",2023-11-07T07:52:00Z,/peter_beardshaw/status/1721797738382184499#m,0,1,0,2,1
@joeyab,"""Sun energy cycles affect our climate more than anything else. The design of earth is pure genius in how its natural systems moderate all extremes.""",2023-11-06T09:52:00Z,/joeyab/status/1721465670615826448#m,0,0,0,1,1
@Global_Witness,"""""Rather than racing to extract natural gas, those who caused the climate crisis should help Africa harness its wind and sun""\n \nClimate justice activist @vanessa_vash speaks on the surge of interest in Africa as a new gas source\n\ngwitness.org/3u47WYD""",2023-11-01T16:00:00Z,/Global_Witness/status/1719746208845922347#m,0,3,0,10,1
@AFRICASeenHeard,"""Rich countries should stop pushing fossil fuels on Africa – don’t we deserve a renewable future too? | Vanessa Nakate\n\nRather than racing to extract natural gas, those who caused the climate crisis should help Africa harness its wind and sun\n  theguardian.com/commentisfre…""",2023-10-30T21:48:00Z,/AFRICASeenHeard/status/1719109098384363785#m,0,0,0,0,1
@tveitdal,"""Rich countries should stop pushing fossil fuels on Africa – don’t we deserve a renewable future too? | Vanessa Nakate  theguardian.com/commentisfre… \nRather than racing to extract natural gas, those who caused the climate crisis should help Africa harness its wind and sun\n\n@vanessa_vash is a Unicef goodwill ambassador and youth climate activist""",2023-10-30T14:25:00Z,/tveitdal/status/1718997610873106771#m,8,14,1,43,1
,,,,0,0,0,0,1
@polsocteacher,"""#opinion \n\nRather than racing to extract natural gas, those who caused the climate crisis should help Africa harness its wind and sun\n\ntheguardian.com/commentisfre…""",2023-10-27T22:46:00Z,/polsocteacher/status/1718036516792856809#m,0,0,0,1,1
@ranboydell,"""Rich countries should stop pushing #FossilFuels on Africa – don’t we deserve a #renewable future too? Rather than racing to extract natural gas, those who caused the climate crisis should help Africa harness its wind and sun.\n@vanessa_vash\ntheguardian.com/commentisfre…""",2023-10-27T16:41:00Z,/ranboydell/status/1717944501505810745#m,0,0,0,0,1
@5Ahardy,"""Rich countries should stop pushing fossil fuels on Africa – don’t we deserve a renewable future too? | Vanessa Nakate  theguardian.com/commentisfre… Rather than racing to extract natural gas, those who caused the climate crisis should help Africa harness its wind and sun""",2023-10-27T13:47:00Z,/5Ahardy/status/1717900808694505777#m,0,0,0,0,1
@Nigelj08223326,"""Rich countries should stop pushing fossil fuels on Africa  deserve a renewable future too?   theguardian.com/commentisfre…\n\nRather than racing to extract natural gas, those who caused the climate crisis 👉help Africa harness its wind and sun\n\n@BeeNubian @ligabowebster @SirGeoffPalmer""",2023-10-27T13:41:00Z,/Nigelj08223326/status/1717899414419718541#m,0,2,0,3,1
@BasuAshis,"""Rich countries should stop pushing fossil fuels on Africa – don’t we deserve a renewable future too? \n\n“Rather than racing to extract natural gas, those who caused the climate crisis should help Africa harness its wind and sun” @vanessa_vash\ntheguardian.com/commentisfre…""",2023-10-27T13:08:00Z,/BasuAshis/status/1717891029259485517#m,0,11,0,34,1
@evanlgeorge,"""At a 2017 townhall, Mike Johnson said: “The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing because we drive S.U.V.s? I don’t believe in the latter. I don’t think that’s the primary driver.”""",2023-10-26T21:45:00Z,/evanlgeorge/status/1717658657113170352#m,0,0,0,0,2
@PhilipJ_backman,"""Here's next speaker candidate Mike Johnson on the climate crisis: “The climate is changing, but the question is, is it being caused by  natural cycles over the span of the Earth’s history? Or is it changing  because we drive SUVs? I don’t believe in the latter.” Awesome.""",2023-10-26T19:24:00Z,/PhilipJ_backman/status/1717623299520262530#m,0,0,0,1,1
@TomANelson,"""Nice! \n\nNew House @SpeakerJohnson 2017: “I am not a proponent of climate change because I have seen data on the other side,” he said. “The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history or is it changing because we drive SUVs? I don’t believe in the latter. I don’t think that's the primary driver.”""",2023-10-26T15:27:00Z,/TomANelson/status/1717563708421931161#m,20,75,3,285,1
@LCVoters,"""“The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing because we drive SUVs? I don’t believe in the latter.""\n\n-@SpeakerJohnson""",2023-10-26T14:59:00Z,/LCVoters/status/1717556462107439211#m,2,0,1,6,1
@RonBrownstein,"""At a town hall,Johnson said: “The climate is changing, but the ? is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing b/c we drive S.U.V.s? I don’t believe in the latter. I don’t think that’s the primary driver"" nytimes.com/2023/10/26/clima…""",2023-10-26T14:54:00Z,/RonBrownstein/status/1717555184824709554#m,6,9,2,12,2
@JohnSurico,"""“The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing because we drive S.U.V.s? I don’t believe in the latter. I don’t think that’s the primary driver.”\n\nnytimes.com/2023/10/26/clima…""",2023-10-26T14:50:00Z,/JohnSurico/status/1717554279785890086#m,1,1,0,0,2
@NobleIdeas,"""Speaker Mike Johnson, 2017:\n\n“The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing because we drive SUVs? I don’t believe in the latter. I don’t think that’s the primary driver.” \n\n#Climate""",2023-10-26T11:51:00Z,/NobleIdeas/status/1717509323520176602#m,2,0,1,2,1
@safe_climate,"""New Speaker is a #climate denier: “The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing because we drive SUVs? I don’t believe in the latter."" @Emma_Dumain @kelseybrugger eenews.net/articles/mike-joh…""",2023-10-25T19:39:00Z,/safe_climate/status/1717264521708908790#m,1,1,0,1,1
@LCVoters,"""“The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing because we drive SUVs? I don’t believe in the latter.""\n\n-Republicans' new MAGA House Speaker @RepMikeJohnson\neenews.net/articles/mike-joh…""",2023-10-25T18:30:00Z,/LCVoters/status/1717247169483149705#m,0,0,0,1,1
@Timothy_Cama,"""Johnson: 'The climate is changing, but the question is, is it being caused by natural cycles over the span of the Earth’s history? Or is it changing because we drive SUVs? I don’t believe in the latter ... I don’t think that’s the primary driver'""",2023-10-25T17:36:00Z,/Timothy_Cama/status/1717233764450160718#m,0,4,0,1,1
@billmckibben,"""Hey, here's next speaker candidate Mike Johnson on the climate crisis:\n“The climate is changing, but the question is, is it being caused by  natural cycles over the span of the Earth’s history? Or is it changing  because we drive SUVs? I don’t believe in the latter.”""",2023-10-25T15:37:00Z,/billmckibben/status/1717203633542939059#m,61,122,47,340,1
@yellowsnakes7,"""anthropogenic climate change does not exist.\nClimate change is caused by the sun and other natural sources, in case you haven't noticed 🎶🇨🇦☮️\nit doesn't take a rocket scientist to figure that out.\nit takes BOUGHT ""scientists"" to sell you the climate scam""",2023-10-17T16:09:00Z,/yellowsnakes7/status/1714312678775349428#m,0,0,0,0,0
@magicdmw,"""Geopolitically globalism will end, we are experiencing population collapse all over the world. Climate change is not due to carbon it’s a scam. It is natural variability through the sun & other cycles that affect our climate. Powerful forces are trying to centralise power into global institutions through destabilising the west from within.""",2023-10-17T05:36:00Z,/magicdmw/status/1714153387204194491#m,0,0,0,0,1
@maegan_laporte,"""Oil doesn’t control the damn climate nor weather the sun and other natural factors do and millions of years ago there was no ice at either pole that was not caused by oil god some people are stupid""",2023-10-14T16:28:00Z,/maegan_laporte/status/1713230199515476365#m,0,0,0,0,1
@angusreidorg,"""Most Canadians say climate change is a fact. Two-thirds say it's caused by human activities while one-in-five believe it is caused by natural cycles.\n\nangusreid.org/wp-content/upl…""",2023-10-11T13:02:00Z,/angusreidorg/status/1712091241049891232#m,2,0,0,2,1
,,,,0,0,0,0,1
@philthefish42,"""Within the natural electrical cycles from the sun, if it isn't heat making the climate change. Then what action/s by man is altering it? I give an explanation with my new page Pointy Things, to go on my site and probably, before Stage Zero's next countdown starts.""",2023-10-08T01:29:00Z,/philthefish42/status/1710829738472673403#m,0,0,0,0,0
@Clarsonimus,"""#ClimateCrisis fun facts: The Svensmark Mechanism (see cosmoclimatology) is a natural climate fluctuation mechanism caused by cosmic rays associated with changes in the sun's electromagnetic field that have an influence on cloud cover.\n#CO2 #Fear #Business""",2023-10-04T12:04:00Z,/Clarsonimus/status/1709540020535636228#m,3,4,0,9,1
@LandCruiserLar1,"""FACT that humankind did not/cannot impact the natural cycles of the Sun. Climate change is a political hoax with no true basis in real science/data. #climatechange #climatechangehoax #notbuyingyourclimatechange #itscalledtheweather and no one has any control over it.""",2023-09-19T18:28:00Z,/LandCruiserLar1/status/1704200757094871466#m,0,0,0,0,2
@DougM52019872,"""Climate skeptics themselves don’t agree on  how much humans are contributing to global warming by burning fossil  fuels, and how much is caused by natural variability from El Niño and  other cycles that can take centuries to play out.""",2023-09-16T11:39:00Z,/DougM52019872/status/1703010837437243556#m,0,0,0,0,1
@TotSurvivorDad,"""Fossil Fuels have nothing to do with Climate Change! It's natural every 6,000 to 12,000 year's & caused by the SUN!  9and10news.com/2023/09/12/in…""",2023-09-12T18:36:00Z,/TotSurvivorDad/status/1701666133219348744#m,0,0,0,1,0
@reardongalt,"""There is no actual evidence that man can affect climate change. It's much bigger than man.\n\nclimate.nasa.gov/news/2948/m….\n\nIt's a natural process, involving the sun and the Milankovitch cycles, which include:\n\nThe shape of Earth's orbit, known as eccentricity; The angle Earth's axis is tilted with respect to Earth's orbital plane, known as obliquity; and. The direction Earth's axis of rotation is pointed, known as precession.""",2023-09-10T19:15:00Z,/reardongalt/status/1700951040974336078#m,3,1,0,3,1
@grose_lord,"""Climate changes all the time, but even humans like Harry and his family do not affect it!  That is the natural cycles of the earth and it`s journey around the sun`s prerogative!""",2023-09-09T16:39:00Z,/grose_lord/status/1700549428816290281#m,2,0,0,1,1
@ArtofeVan,"""It may be just as false to blame all these supposed natural disasters on deep state technology as it is to blame false global warming narratives on the activities of man ONLY since 1850. Earth, climate, and nature have many, many causes of which a massive one is Sun cycles.""",2023-09-09T00:59:00Z,/ArtofeVan/status/1700312882003451938#m,0,0,0,0,2
@BeesterGee,"""#Climate @Lauratobin1 it's not driven by CO2. It's just 0.03% of the atmosphere, of which just 3% is man made. Levels follow don't drive temperature. We're in a natural warming period due to solar cycles. Please realise this & the huge damage that will be caused chasing rainbows""",2023-09-07T07:32:00Z,/BeesterGee/status/1699687169164452113#m,1,0,0,0,0
@tibetanfighting,"""Hopefully, conscious people will not throw the baby out with the bathwater on this issue, just because dark people want to profit from it. There is a human caused element to our climate issues, alongside the natural cycles. If we do not become aware of this, it could be bad for us all. @DiligentDenizen @Nuni_Sas_Yu @PatJohns80512 @whitematador @earthcase96""",2023-09-05T10:42:00Z,/tibetanfighting/status/1699010156703764707#m,0,0,0,0,1
@pringle_ge6053,"""Climate change is natural and CO2 is NOT a pollutant but rather is the basis of all plant life. This article covers the REAL FACTS. Weather has always changed, the 1930's worse than now, so were the early 1800's, 1500's. The sun cycles are 99.95% to blame!\nzerohedge.com/political/over…""",2023-08-31T10:13:00Z,/pringle_ge6053/status/1697190813829099682#m,1,1,0,1,0
@Pres_Wolverine,"""This whole Climate Change is a bunch of B.S.! Biden has caused this mess, our inflation, our debt, and all the HATE he has generated over an issue that does not exist.  Climate changes in cycles, always has, always will.  It used to it and accept what is natural.""",2023-08-30T02:11:00Z,/Pres_Wolverine/status/1696707153330086178#m,0,0,0,1,1
@tim_dunkerton,"""There’s no climate crisis, but a real energy crisis caused by those who accept the narrative that human emissions of carbon dioxide cause global warming when, in fact, the sun warm the surface of ocean & land. In the meantime, CERES absolves CO2. Nuclear & natural gas, let’s go!""",2023-08-29T22:42:00Z,/tim_dunkerton/status/1696654476915155038#m,6,10,0,36,1
@brechner,"""They keep feeding the man-made climate change hoax to every atmospheric phenomenon. Climate change is a natural phenomenon caused by the Sun. Man is not so powerful. \n\nTop 5 reasons Idalia stands apart from other storms axios.com/2023/08/29/hurrica…""",2023-08-29T20:32:00Z,/brechner/status/1696621827005776151#m,0,0,0,1,0
@brechner,"""Variations in climate are a natural phenomenon caused by the Sun. The man-made climate change hoaxers are making billions of dollars.""",2023-08-28T13:52:00Z,/brechner/status/1696158717513748617#m,1,0,0,0,0
