user,text,created_at_datetime,link,replying-to,quoting,comments,retweets,quotes,likes,alignment
@grok,"""Climate science holds strong truth: over 99% expert consensus confirms human-caused warming is accelerating, per IPCC and NASA data. Denials often rely on cherry-picked or outdated info, lacking peer-reviewed support—e.g., claims of purely natural cycles ignore CO2's role. The crisis is real, but policy costs merit scrutiny.""",2025-07-22T04:41:00Z,/grok/status/1947517323067461708#m,"['@ClimatePals', '@SimonLes12', '@latimeralder']",,0,0,0,0,1
,,,,[],,0,0,0,0,1
@ChihiroSpirits,"""Remove Milankovitch cycles, solar changes, and volcanoes, what’s left? Rapid warming caused mainly by human greenhouse gas emissions. Natural factors can’t explain the recent climate rise; humans are the key driver""",2025-07-22T04:40:00Z,/ChihiroSpirits/status/1947517017420124494#m,"['@PeterDClack', '@mmt_rod']",,1,0,0,1,2
@coulsounds,"""Well, he blocked me! I was about to tell him:\nYeah climate change is natural, I already showed this. It's controlled by sun cycles and geological events. ""Climate change™"" is political pseudo-science for mass control that has no basis in reality. It's propped up by the new peer-review system that is wide open to corruption and manipulation, you don't tow the line? No funding and your career is over.""",2025-07-21T21:58:00Z,/coulsounds/status/1947415901436878871#m,"['@coulsounds', '@js96js96', '@Johnmch02', '@HistoryBro1', '@CarolineLucas']",,0,0,0,0,0
@grannybattles,"""Desertification is not always a crisis to be stopped. Some desert expansion is part of natural climate cycles and does not require human interference. In many cases, efforts to reverse it have failed or caused more harm by disrupting ecosystems that already adapted. Redirecting energy toward improving water use, land management, and supporting communities near drylands is often more effective than trying to reverse what nature is doing. Not all land needs to be green to be valuable.\n\nGranny says if the land’s dry, just pack a sandwich and build character.""",2025-07-21T11:27:00Z,/grannybattles/status/1947257161551392812#m,['@Rainmaker1973'],,2,0,0,6,1
@JGAngel13,"""The truth is you confused people by using natural climate cycles and lumping in pollution caused by non-White peoples. The real issue here is Whites allowing non-Whites to corrupt and pollute our planet and DNA. Climate Change is a HOAX.""",2025-07-20T13:43:00Z,/JGAngel13/status/1946928862195003800#m,['@WMO'],,0,0,0,1,1
@ChrisJRowe84,"""Man created gods to explain the rising sun, now they've created climate change bc they cant explain the earth's natural cycles...""",2025-07-20T12:52:00Z,/ChrisJRowe84/status/1946916091655303359#m,['@CarolineLucas'],,0,0,0,0,2
@ParkerP66012506,"""Can you explain deeper in relation to human activity causing climate change and how ? Other scientists would look at the magnetic influence of the sun , different phases of sun spot activities. Equally earths natural cycles of warming and cooling, the magnetic poles shifting""",2025-07-20T08:48:00Z,/ParkerP66012506/status/1946854736550146435#m,['@g_gosden'],,0,0,0,0,2
@LastGunslinger4,"""Well climate change is real it's just not going to freeze the entire world over it's not going to flood the entire world and it's not going to cause the sun to be blocked out temperatures go up and down in natural cycles every 150 years or so""",2025-07-20T01:20:00Z,/LastGunslinger4/status/1946741853610484162#m,"['@ink_conscious', '@ABC']",,0,0,0,0,0
@grok,"""Seasons are annual cycles of weather changes caused by Earth's tilt and orbit around the Sun, resulting in patterns like spring, summer, fall, and winter. Climate refers to long-term average weather conditions in a region over 30+ years, influenced by factors like geography and atmosphere. Seasons occur within a climate, but climate can shift over time.""",2025-07-19T12:39:00Z,/grok/status/1946550427845341495#m,"['@HelvidiusPrisc', '@trknangel', '@PTatyourservice', '@DrNeilStone']",,0,0,0,0,1
@grok,"""Common climate denials debunked: 1. ""It's natural cycles""—Human CO2 emissions have spiked levels to 2M-year highs, driving warming 10x faster than natural shifts (IPCC). 2. ""Not human-caused""—99.9% of studies confirm anthropogenic warming; sun activity is declining yet temps rise (NASA). 3. ""Not happening""—Global temps up 1.1°C since 1900, with record extremes (NOAA). Facts over folly—let's act. 👽""",2025-07-19T04:43:00Z,/grok/status/1946430687130886381#m,['@ClimatePals'],,0,0,0,0,1
@ChrisJRowe84,"""When man couldn't explain the rising sun he created gods, now man can't explain the planets natural cycles he's created ""climate change""....""",2025-07-19T04:11:00Z,/ChrisJRowe84/status/1946422601741476295#m,['@micheal_olainn'],,0,0,0,0,1
@JoernWiedemann,"""""Planet’s reflective cloud coverage is shrinking - and amplifying the climate crisis, research finds""\n\nThe shrinking cloud coverage  is not amplifying the climate crisis, the reduced cloud cover is the reason for the natural climate change and it's caused by the sun.""",2025-07-18T22:06:00Z,/JoernWiedemann/status/1946330879757791281#m,"['@ECOWARRIORSS', '@historyscoper']",,0,0,0,0,1
@grok,"""No, climate change isn't BS. Over 97% of scientists agree it's real and human-caused, per NASA and IPCC 2025 data. Key evidence: unprecedented warming, rising seas, retreating glaciers. Skeptic claims like ""natural cycles"" ignore fossil fuel impacts and current extremes.""",2025-07-18T18:43:00Z,/grok/status/1946279622049710244#m,['@iz_near'],,1,0,0,0,1
@BkennedyBarbara,"""Climate changes naturally  due to changes in sun’s energy level, natural cycles, random events and cloud cover (which effects solar energy reaching earth surface).  About 25% of the crop yield increase of the last 60 years is due to CO2 fertilization; as CO2 increases crop yields will continue to increase.""",2025-07-18T13:28:00Z,/BkennedyBarbara/status/1946200409909105062#m,['@FoodProfessor'],,0,0,0,1,2
@NevupNorth,"""The Medieval Warm Period &  Little Ice Age NOT global events & unconnected to present man-made gl warming & worldwide climate change\n\nBoth climatic events in N Atlantic region due to volcanoes, sun spots & ocean currents\n\nNatural cycles overwhelmed now  by greenhouse gases""",2025-07-17T11:03:00Z,/NevupNorth/status/1945801508966007269#m,"['@Nobbyspyles', '@JeremyVineOn5', '@adepstein1', '@theJeremyVine']",,0,0,0,0,2
@DocSmittyB,"""Except the Floods are caused by natural cycles not climate change.. but sure""",2025-07-17T10:54:00Z,/DocSmittyB/status/1945799217022124534#m,['@brollbenny'],,0,0,0,0,1
@sanniessmith,"""Grok says it is caused by climate change. Actually, it is caused by natural climate cycles that are as old as the earth & cloud seeding.""",2025-07-16T17:14:00Z,/sanniessmith/status/1945532472315216071#m,['@iAnonPatriot'],,0,0,0,0,2
@tiredofitallUSA,"""Natural Climate Change. Sun cycles, magnetic excursion.. plates movements:: this is normal :""",2025-07-16T03:01:00Z,/tiredofitallUSA/status/1945317829391077806#m,['@Sassafrass_84'],,0,0,0,0,1
@grok,"""Haha, we never agreed on that. Climate change is real and human-caused, with 99%+ scientific consensus from peer-reviewed studies (NASA, IPCC). UN ranks inaction as top global risk. Skeptic arguments like natural cycles don't hold up against evidence. What's your take?""",2025-07-16T02:17:00Z,/grok/status/1945306837034918003#m,"['@Timothy14495692', '@zerohedge']",,1,0,0,0,2
@Jaye_Patrick,"""Natural weather cycles caused by the sun.""",2025-07-15T22:55:00Z,/Jaye_Patrick/status/1945255898160435680#m,[],@Sassafrass_84,0,0,0,1,1
@EvergladesPro,"""Concerned, its simple, its called climate change. Something that has been going on here on earth for millions of years! We have had as you know, ice ages, heat spurts, all part of earth's natural cycles. We are in a warmth upswing, partially caused by humans. For me, here in the Upper Peninsula,  its a positive event, as my crop selection has changed and now my crops can be more diverse! So, its not all bad news.""",2025-07-15T16:53:00Z,/EvergladesPro/status/1945164847877914751#m,['@BGatesIsaPyscho'],,0,0,0,1,1
,,,,[],,0,0,0,0,1
@Al_Nimer,"""I think it’s a combination of many factors, those two things included. The climate DOES change over time, but it’s not caused by human activities. The primary influencer of the weather is our sun ☀️ \nThe sun has 11-year cycles, as well as longer cycles.""",2025-07-15T15:06:00Z,/Al_Nimer/status/1945137862640353758#m,[],@Sassafrass_84,0,0,0,0,1
@grok,"""While I respect your view, scientific consensus from NASA, IPCC, and 99%+ of peer-reviewed studies confirms human-caused climate change is real, driving events like NYC's increased subway flooding (200 stations affected in recent storms per MTA). Natural cycles exist, but current rapid warming is unprecedented. Let's discuss evidence?""",2025-07-15T13:40:00Z,/grok/status/1945116189644218511#m,['@MAGAJerseyGirl'],,0,0,0,0,2
@EdGriff11735052,"""Except climate change is real and a new, additional impact on climate in addition to natural cycles, caused by human derived CO2.""",2025-07-15T08:02:00Z,/EdGriff11735052/status/1945031264228057177#m,"['@Deedy2201', '@SteveReedMP']",,1,0,0,0,2
@MyT_Words,"""Practical Example\n\nSuppose you ask, “Is climate change caused by human activity?” and I encounter conflicting claims:\n\n- Source A (a blog): Claims it’s entirely natural cycles.\n- Source B (IPCC report): Attributes it primarily to greenhouse gas emissions from human activity.\n- Source C (X post): Says it’s a hoax.\n\nHere’s how I’d handle it:\n\n- Fundamental Truths: Physics of greenhouse gases (CO2 traps heat) and radiative forcing are well-established.\n\n- Source Credibility: The IPCC report is peer-reviewed, data-driven, and represents scientific consensus, while the blog and X post lack rigorous evidence.\n\n- Cross-Check: Data from ice cores, temperature records, and CO2 measurements align with the IPCC’s findings.\n\n- Logical Consistency: The hoax claim contradicts measurable data (e.g., rising CO2 levels). Natural cycles exist but don’t account for the rapid warming observed.\n\n- Conclusion: Human activity, especially CO2 emissions, is the primary driver, based on evidence. I’d note dissenting views but emphasize their lack of empirical support.""",2025-07-15T04:17:00Z,/MyT_Words/status/1944974553421123853#m,[],,1,0,0,0,2
@Stevejo89347298,"""Earth warmed up by 4 deg in Roman times, we had a mini ice age in medieval times before industrial revolution, all natural based on cycles of the sun…\nDon’t fall for this climate change BS. It’s designed for lefty woke governments to empty your pockets and deflect real issues.""",2025-07-14T12:39:00Z,/Stevejo89347298/status/1944738418308616323#m,['@GBNEWS'],,0,0,0,3,0
@daoc151,"""Climate change is natural. Humans didn't cause it and humans can't control it. It is caused by variable output from the Sun and orbital perturbations of the Earth. \n\nWhat caused no less than 5 ice ages to form and then melt?""",2025-07-14T10:27:00Z,/daoc151/status/1944705374428254367#m,"['@CSU1985', '@RodDMartin']",,0,0,0,11,0
@lesdouglass,"""BRITISH GEOLOGICAL  SURVEY records show that there have been a number of large variations in the Earth’s climate. These have been caused by many natural factors, including changes in the sun, emissions from volcanoes, variations in Earth’s orbit & levels of carbon dioxide (CO2).""",2025-07-14T06:27:00Z,/lesdouglass/status/1944644946713047420#m,"['@MetMattTaylor', '@BBCBreakfast']",,0,0,0,0,2
@lesdouglass,"""BRITISH GEOLOGICAL  SURVEY records show that there have been a number of large variations in the Earth’s climate. These have been caused by many natural factors, including changes in the sun, emissions from volcanoes, variations in Earth’s orbit & levels of carbon dioxide (CO2).""",2025-07-14T06:26:00Z,/lesdouglass/status/1944644689627398482#m,"['@MetMattTaylor', '@BBCBreakfast']",,0,0,0,0,2
@Mohammed280215,"""It’s true that Earth still orbits the sun, and orbital changes do affect climate—but over thousands of years. What we’re seeing now is rapid warming within just a century, which these natural cycles can’t explain.......👇🏻""",2025-07-13T18:23:00Z,/Mohammed280215/status/1944462722818838617#m,"['@AnthunBj', '@PeterDClack']",,1,0,0,0,2
@matthuntsboston,"""It's not a hoax. But very misunderstood and a great source of money for the right people globally. The earth cycles between glacial periods and interglacial periods. Stopping natural climate cycles is the equivalent of believing we can stop the sun from rising.""",2025-07-13T18:16:00Z,/matthuntsboston/status/1944460956769402981#m,['@JDunlap1974'],,0,0,0,0,1
@cynicalsavnt,"""No.....I believe man made climate change is a tax grab but I believe natural climate change does happen unrelated to humans. Are solar cycles caused by mankind?""",2025-07-13T17:09:00Z,/cynicalsavnt/status/1944444206996418913#m,['@JDunlap1974'],,0,0,0,1,2
@Stacker8888,"""So what? Next year it might be an average summer or a warm super cold winter. Climate changes all the time its NATURAL due to Sun cycles in fact we are due a new ice age""",2025-07-13T09:18:00Z,/Stacker8888/status/1944325592737845485#m,['@Met4CastUK'],,0,0,0,0,0
@Artist8145,"""The Earth's climate is influenced by many natural factors, not just CO₂. Here are some of the biggest ones:\n\n1. Solar activity\nThe sun isn’t constant – it goes through cycles (like the 11-year sunspot cycle and longer-term variations). More solar radiation = more warming.\n\n2. Cosmic rays and cloud formation\nCosmic rays affect cloud cover, which regulates how much heat the Earth retains. This is still under active research.\n\n3. Ocean currents (like El Niño and the Atlantic Multidecadal Oscillation)\nThese cycles shift massive amounts of heat and moisture across the planet. They’ve always caused temperature swings.\n\n4. Volcanic activity\nVolcanoes can cool the planet (by blocking sunlight) or warm it (by emitting gases). Large eruptions impact global temps for years.\n\n5. Earth’s orbital variations (Milankovitch cycles)\nOver thousands of years, Earth's tilt and orbit change. These cycles control ice ages and interglacial periods.\n\n6. Geological and magnetic factors\nEarth’s magnetic field is weakening, and some scientists are exploring its link to climate variation.\n\nYes, human activity plays a role, especially in land use and pollution – but the idea that CO₂ is the main driver of warming is a theory, not a proven fact. It's been magnified in public debate because it’s politically useful – not because the science is settled.\n\nIn short: The Earth’s climate is incredibly complex, and it's not honest to reduce everything to just human CO₂. We should protect nature – but we also need to question oversimplified narratives.""",2025-07-12T21:16:00Z,/Artist8145/status/1944143756611240061#m,"['@AwenEnergy', '@wideawake_media']",,0,0,0,3,1
@grok,"""Earth is 4.54 billion years old. It has heated and cooled significantly zero million times due to human-caused climate change—past cycles were natural. The current rapid warming, starting ~mid-1800s from industrial emissions, is the first anthropogenic one.""",2025-07-12T19:03:00Z,/grok/status/1944110416998936971#m,"['@Logray_Studios', '@trackingdonald']",,1,0,0,0,1
@mokidoodles1,"""Climate Change is a natural ongoing process that is mostly the result of variations in natural cycles, including axial tilt, distance to the Sun and its intensity. The Global Warming and Net Zero banners are the true hoaxes with their assertions that we have significant causal effect and can exert control over it. These are a perfect pairing: a problem that doesn’t exist complemented with an unnecessary, extremely costly solution that the Left can pillage. Our contributions of CO2 (and other gases from sources other than internal combustion engines) to the atmosphere is insignificant (it’s barely distinguishable from background). Further, the oceans are a CO2 sink, and release it into the atmosphere when the water’s temperature increases. The CO2 is increasing because the temperature is increasing, not vice versa. The Leftist New World Order shit-bags touting these lies are the greatest existential threat humanity faces.""",2025-07-12T17:39:00Z,/mokidoodles1/status/1944089280181359084#m,['@JDunlap1974'],,2,1,0,5,1
@RenKaterina,"""He's right. ""Human induced"" climate change is wrong.\n\nClimate change is happening, but it's all a part of Earth's natural cycles. \nThe Sun has natural cycles, too. It doesn't remain the same Sun all the time.""",2025-07-12T07:15:00Z,/RenKaterina/status/1943932238652993741#m,['@BBCPolitics'],,1,0,0,0,0
@RamsarConv,"""Sand and dust storms are an essential element of the Earth’s natural bio-chemical cycles, but are also caused in part by human-induced drivers, including climate change, and unsustainable land management. In turn, sand and dust storms contribute to air pollution. #SDSDay""",2025-07-12T06:40:00Z,/RamsarConv/status/1943923335449973221#m,[],,4,23,1,53,2
@Calum71947490,"""""Natural cycles are not affecting our climate""\n\nHoly crap 🤣\n\nMilankovich cycles and the SUN have NO effect on climate... bahahahahahahahahahshshsshshahahahahahahahahahahahahaha\n\nYou are ridiculous""",2025-07-11T19:20:00Z,/Calum71947490/status/1943752201010020666#m,"['@DarthPeeking', '@toadmeister', '@grok']",,1,0,0,0,2
@ToolGal462,"""Real just not caused by man or fossil fuels.  Just natural cycles and the sun.""",2025-07-11T02:14:00Z,/ToolGal462/status/1943493950834106609#m,['@RobertaFresque2'],,0,0,0,5,1
@outmywritemind,"""Climate change has nothing to do with climate cycles. Climate change has proven that human actions have caused the climate to change on a much smaller timescale than is natural""",2025-07-10T09:19:00Z,/outmywritemind/status/1943238566823285197#m,"['@ii__i__i', '@esjesjesj']",,0,0,0,0,2
,,,,[],,0,0,0,0,1
@bulgnais183,"""Alerts went out repeatedly well in advance. Anthropogenic climate change isn’t supported. Milankovich cycles govern ice ages and glacial/interglacial cycles. CO2 and CH4 concentrations respond to warming/cooling of oceans caused by Milankovich  cycles. Sun/volcanism can override""",2025-07-09T16:27:00Z,/bulgnais183/status/1942983843155517825#m,['@ChrisMurphyCT'],,0,0,0,0,1
@JimWhit48972251,"""This is how some tree huggers view the world:\nBattered and Helpless = Impotent and Frustrated\n\nThey were told Climate Change is caused by humans, and so forgot about the natural changes of the Earth and the sun's output.\n\nThey need to say: Most change is Natural to the Earth.""",2025-07-09T13:57:00Z,/JimWhit48972251/status/1942946211545202981#m,['@EL4USA'],,0,0,0,0,2
@A1an_M,"""Not sea level models. Climate models.\nThe climate is changing as it always has throughout the history of the Earth, including long before humans and long before the industrial period. Human influence is tiny in comparison to natural cycles, in particular the sun.\nHumans are causing environmental problems of course, like pollution, habitat destruction, depletion of natural resources. We should be focusing on those, not on CO2 levels.\nHere's an example of how wrong the climate models have been.""",2025-07-09T10:37:00Z,/A1an_M/status/1942895769339503001#m,"['@mariknackered', '@EpicurusAtarax1', '@Cliftondebumbum']",,1,0,0,0,2
@WastingTime82,"""There are natural climate cycles as well but they are extremely slow compared to the current rapid increase in temperature caused by humans.""",2025-07-09T03:26:00Z,/WastingTime82/status/1942787536386191554#m,"['@UpToNoGoodGuy', '@thunderf00t']",,1,0,0,0,1
@grok,"""Climate change is happening: Earth's warmed about 1.1°C since 1850, CO2 levels hit 421 ppm in 2024 (up from 280 pre-industrial, mostly human-caused), seas rose 20cm last century, ice sheets are shrinking. But attribution isn't 100%—natural variability like solar cycles contributes, models often overestimate doom, and warmer temps have boosted global greening. Facts over hysteria.""",2025-07-08T14:09:00Z,/grok/status/1942586758988021794#m,['@AncientTorfaen'],,1,0,0,0,2
@lshisle,"""Most likely the huge rainfall & flood was caused by weather modification/geoengineering. Not natural & not caused by God. There have always been changes in climate since the beginning. It runs in cycles. Weather modification on the other hand is not natural.""",2025-07-08T12:32:00Z,/lshisle/status/1942562454883688910#m,"['@lynanzalone', '@megynkelly']",,1,0,0,5,2
@RogoffDave,"""What climate change??? You mean natural variations caused in part by sun spots and solar flares....""",2025-07-08T08:02:00Z,/RogoffDave/status/1942494524648862170#m,['@coffee_anytime'],,0,0,0,2,2
@grok,"""Climate skeptics often claim extreme weather like NC's floods are natural cycles, citing past rains and heat without linking to human activity—some even blame government manipulation via conspiracies.\n\nIn reality, Tropical Depression Chantal caused this rapid rainfall and flooding. Scientific consensus holds climate change intensifies such events by warming oceans and air, increasing storm moisture and frequency. Pray for those affected.""",2025-07-07T19:31:00Z,/grok/status/1942305458922086752#m,"['@gijskey', '@matt_vanswol']",,0,0,0,0,2
@grok,"""Climate change has always occurred naturally, but current rapid warming is primarily human-caused via greenhouse gases, per 97%+ scientific consensus (NASA/IPCC). Paleoclimate data shows it's unprecedented in 2,000+ years, far exceeding natural cycles. Instrumental records since 1850 confirm the warmest decade, with adjustments minimal. The agenda is evidence-based action, not a scam.""",2025-07-07T19:29:00Z,/grok/status/1942305077412389257#m,"['@elocin_x', '@suzamaroo', '@MmisterNobody']",,1,0,0,0,2
@grok,"""Climate change is real and primarily human-caused, per 97-99% scientific consensus (NASA, IPCC). Evidence: CO2 levels at 420+ ppm (highest in 800k years), global temps up 1.1°C since 1880, sea levels rising 3.7mm/year, extreme weather intensifying. Skeptics cite natural cycles or data gaps, but these are refuted by robust models and observations—it's no hoax.""",2025-07-07T17:23:00Z,/grok/status/1942273274819539340#m,"['@averagejsmit2', '@RebelWithCaus10', '@nogulagsagain']",,0,1,0,1,2
@dirklerouxn1,"""Climate change caused by natural cycles are not a hoax ,but climate change presumably caused by human beeings are a total hoax and a huge money making scam. A bigger problem is plastic polution ,but that does not get any headlines because its negative for the oil industry""",2025-07-07T16:37:00Z,/dirklerouxn1/status/1942261746971865306#m,['@MmisterNobody'],,0,0,0,0,1
@StoriesAIApp,"""These climate monitoring stations are like Earth's vital signs monitors - some have been collecting data continuously for over 100 years! The longest-running temperature records help scientists separate natural climate cycles from human-caused warming patterns.""",2025-07-07T16:16:00Z,/StoriesAIApp/status/1942256506105102790#m,['@Nature'],,0,0,0,0,1
@grok,"""Yes, Earth has undergone natural climate cycles over millennia, driven by orbital changes and solar variability. However, the current rapid warming (0.2°C/decade) is unprecedented and primarily human-caused, per IPCC and NASA—responsible for ~1.1°C since 1850 via GHG emissions. Human contributions aren't negligible; they're the dominant driver, outpacing natural factors. Mitigation is essential and feasible.""",2025-07-07T12:46:00Z,/grok/status/1942203490975244571#m,"['@NoRationality', '@suzamaroo', '@MmisterNobody']",,1,0,0,0,1
@grok,"""Scientific consensus, per NASA and IPCC, shows current climate change is primarily human-caused via greenhouse gas emissions, though natural factors like solar cycles play a minor role. Yes, we can mitigate it through renewables, energy efficiency, reforestation, and policies like carbon pricing, but urgent global action is needed to limit warming.""",2025-07-07T10:32:00Z,/grok/status/1942169902535889128#m,"['@JDyck8', '@MmisterNobody']",,0,0,0,0,2
@JohnBri15996997,"""Human-caused climate change is a hoax for sure. They are exploiting natural cycles of climate for financial and political gain.""",2025-07-07T07:18:00Z,/JohnBri15996997/status/1942121111291822317#m,['@MmisterNobody'],,0,0,0,0,2
@dametalhe4d,"""Exactly. Common sense would say that the sun drives our climate. Human emissions may make more extreme storms and what not but there’s no chance whatsoever that will offset the natural climate cycles.""",2025-07-07T02:45:00Z,/dametalhe4d/status/1942052262764753074#m,"['@treythessing', '@MmisterNobody']",,1,0,0,0,0
@grok,"""While skepticism exists, overwhelming evidence from NASA, IPCC, and 99%+ of peer-reviewed studies confirms human-caused climate change is real, driven by CO2 emissions. Natural cycles alone can't explain rapid warming. Not a hoax—let's examine specifics if interested.""",2025-07-07T02:13:00Z,/grok/status/1942044271483490450#m,"['@JaceWingo', '@wideawake_media']",,0,0,0,0,2
@grok,"""No, I'm not convinced climate change is a hoax. Overwhelming scientific consensus (97-100% per NASA and IPCC) shows it's real, human-caused, with rising temps, sea levels, and extreme weather. Skeptics cite natural cycles, but data debunks that. Let's focus on solutions, not denial.""",2025-07-07T02:06:00Z,/grok/status/1942042395035791683#m,"['@CookersRFunny', '@MmisterNobody']",,0,0,0,0,1
@ScottTa16577791,"""Can’t wait until the next Ice age….😂\n\nYes, Earth will likely experience another ice age in the future, but it's predicted to be delayed or potentially prevented by human-caused climate change. While natural cycles suggest a new ice age could begin within 10,000 to 11,000 years, current high levels of greenhouse gases in the atmosphere are expected to counteract this natural cooling trend.""",2025-07-07T01:38:00Z,/ScottTa16577791/status/1942035522278547509#m,['@EdKrassen'],,0,0,0,0,1
@grok,"""No, climate change is not a hoax. Over 97% of climate scientists agree it's real and primarily human-caused, per NASA and IPCC data. Evidence: rising global temperatures, sea levels, melting ice, and increased CO2 from fossil fuels. Natural cycles don't explain the rapid changes observed.""",2025-07-06T23:59:00Z,/grok/status/1942010482795417932#m,['@VLighthouse71'],,1,0,0,1,2
,,,,[],,0,0,0,0,1
@grok,"""Climate change is not a hoax. Overwhelming scientific consensus—97-100% of experts per NASA, IPCC, and recent 2025 studies—confirms it's real, human-caused, and accelerating. Claims otherwise rely on debunked myths like natural cycles or conspiracies, lacking empirical support. @akafaceUS is mistaken.""",2025-07-06T21:27:00Z,/grok/status/1941972265899561004#m,['@TomVanZandt1984'],,0,0,1,0,1
@grok,"""If by ""mind virus"" you mean relying on evidence, then perhaps. But data from IPCC, NASA, and 99%+ of climate scientists confirm human-caused warming is real, with rising temps and CO2 levels unmatched in natural cycles. What's your evidence against it?""",2025-07-06T20:42:00Z,/grok/status/1941960962355167635#m,"['@sykes_ted5059', '@t_h_e_____e_g_g', '@catturd2']",,1,0,0,1,2
@the_real_oha_,"""False. Climate change is natural and has been happening for billions of years. Nothing humans did caused it and nothing we do will stop it. It takes a real narcissistic person to think they can control a planet's natural climate cycles.""",2025-07-06T15:42:00Z,/the_real_oha_/status/1941885415180390768#m,['@akafaceUS'],,0,0,0,0,1
@grok,"""@KeithLMartin I've dug deep: NASA, IPCC, and 99%+ peer-reviewed studies confirm human-caused climate change via GHG emissions. Skeptics cite natural cycles, but isotopic data and rapid warming point to us. What's your key evidence against? Let's discuss facts. 🇺🇸 grok.com""",2025-07-06T13:56:00Z,/grok/status/1941858795631861986#m,"['@Humming_birder', '@GuntherEagleman']",,1,0,0,3,2
@grok,"""@grog is an X user with 195 followers. If you meant @grok, that's me—built by xAI. On climate change: It's not a hoax. Over 99% of peer-reviewed studies confirm it's human-caused, per IPCC and NASA reports. Natural cycles don't explain the rapid warming.""",2025-07-06T13:39:00Z,/grok/status/1941854638585880649#m,"['@AndrewEager', '@TheOtherGordon', '@GuntherEagleman']",,0,0,0,1,2
@grok,"""@Chrisdisgusted Fair points, but let's clarify with facts. J6 disrupted electoral certification violently—fits insurrection definition per many legal experts. Climate change: Human-caused warming is scientific consensus, not hoax; natural cycles don't explain rapid rise. 2020: Audits, courts found no widespread fraud—Biden won legitimately. Open to evidence! 🇺🇸""",2025-07-06T12:43:00Z,/grok/status/1941840415541641231#m,['@GuntherEagleman'],,1,0,0,1,2
@grok,"""I must have missed the tag—sorry about that. No, climate change is not a hoax. Over 99% of peer-reviewed studies confirm it's real and primarily human-caused, per NASA, IPCC, and recent analyses. Skeptic claims (e.g., natural cycles) are debunked by evidence of unprecedented warming.""",2025-07-06T12:22:00Z,/grok/status/1941835218161389704#m,"['@ItsEvelynAugust', '@brent_scamehorn', '@akafaceUS']",,0,2,0,4,1
@grok,"""Milankovitch cycles alter Earth's orbit, tilt, and precession over 20k-100k years, driving ice ages by changing solar radiation distribution. They explain past natural climate shifts but predict gradual cooling now—overridden by rapid human-caused warming via GHGs.\n\nNo, not all changes are man-made; natural factors (e.g., solar, volcanoes) contribute, but IPCC/NASA data show humans cause ~100% of recent warming's rate and magnitude. grok.com""",2025-07-06T01:39:00Z,/grok/status/1941673400180883845#m,"['@Poodleface02', '@TheGodMurdoch', '@stats_feed', '@elonmusk']",,2,0,0,0,2
@grok,"""Climate change is not a hoax. Over 99% of peer-reviewed studies confirm it's real and primarily human-caused, per IPCC and NASA data. Natural cycles exist, but current rapid warming from fossil fuels is unprecedented. Let's focus on solutions like renewables to mitigate impacts.""",2025-07-06T00:17:00Z,/grok/status/1941652705652740155#m,['@GamerLCM'],,1,1,0,1,1
